"professorName","department","sourceSystem","sourceUrl","externalId","averageRating","reviewCount","difficultyRating","wouldTakeAgainPercent","capturedAt"
"Lindsay Jarratt","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Lindsay Maudlin","Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Lindsay Preseau","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Lindsey Squires","English","RATE_MY_PROFESSORS","","","","","","",""
"Ling Cai","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Ling Li","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Ling Zhang","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Lingyao Yuan","Information Systems and Business Analytics","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Ann Schulte-Moore","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Cotter","Practice, Supply Chain Management","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Grote","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Lisa K. Nolan","Veterinary Microbiology and Preventive Medicine; Emerita","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Kimberly Uhl","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Marie Dukes","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Marie Fontaine","Graphic Design","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Nunamaker","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Oakes","Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Lisa Orgler","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Lisheng Steven Hou","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Lloyd Lee Anderson","Animal Science; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Locke A. Karriker","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Logan Kilburn","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Lois J. N. Warme","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Lois Wright Morton","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Long Que","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Loni Schumacher","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Loren W. Zachary","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Loreto R. Prieto","Psychology; Morrill Professor","RATE_MY_PROFESSORS","","","","","","",""
"Lori Ann Biederman","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Lori Osmus Kappmeyer",,"RATE_MY_PROFESSORS","","","","","","",""
"Lorna Michael Butler","Sociology and Criminal Justice; Emerita Professor of World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Lorraine J. Hoffman","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Lorraine J. Pellack",,"RATE_MY_PROFESSORS","","","","","","",""
"Louis Brown Best","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Louis Hilgemann","Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Louisa Tabatabai","Biochemistry, Biophysics, and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Lt. Col. John Cacic","Air Force Aerospace Studies","RATE_MY_PROFESSORS","","","","","","",""
"Lu Liu","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Luana Lamberti Nunes","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Lucia De Las Merce Suarez","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Luis Gimenez-Lirola","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Luis Rico-Gutierrez","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Luke T. Roling","Chemical and Biological Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Lyndi Buckingham-Schutt","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Lynette L. Pohlman","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Lynn G. Clark","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Lynn Jay Zeigler","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Lynn Paxson","Architecture; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Lynna Chu","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Lyric Colleen Bartholomay","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"M. Celeste Gonzalez Chaves","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"M. Duane Enger","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"M. Heather GREENLEE","Biomedical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"M. Patricia Quinlisk",,"RATE_MY_PROFESSORS","","","","","","",""
"M.J. (Jahid) hoque","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"MARSHALL McDANIEL","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"MAURA McGRAIL","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Mack Clayton Shelley","Political Science; Professor of Statistics; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Madan Kumar Bhattacharyya","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Madeleine M. Henry","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Madison Tuttle","Practice, Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Mahdi Al-Kaisi","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Mahlon S. Darlington","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Mai Zheng","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Makariy Tanatar","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Malika Jeffries-El","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Malinda Shultice","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"Mani Mina","Industrial Design; Associate Professor of Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Manimaran Govindarasu","Electrical and Computer Engineering; Anson Marston Distinguished Professor in Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Manjit Kumar Misra","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Manju B. Reddy","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Marc Anderson","Management and Entrepreneurship","RATE_MY_PROFESSORS","","","","","","",""
"Marcelo Almeida","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Marcia R. Prior-Miller","Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Marcus Crede","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Marcus Kehrli","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Marek Pruski","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Maren Wolff","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Margaret C. Torrie","Human Development and Family Studies; Emerita Associate Professor of School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Margaret Harding","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Margaret Mathison","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Margaret Musser","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Margaret R. Holmgren","Philosophy and Religious Studies","RATE_MY_PROFESSORS","","","","","","",""
"Margaret R. Laware","English","RATE_MY_PROFESSORS","","","","","","",""
"Margaret Susan Mook","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Maria Charbonneaux","Practice, Greenlee School of Journalism and Communication","RATE_MY_PROFESSORS","","","","","","",""
"Maria Clavijo","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Maria Dolores Vegas Comitre","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Maria G. Salas-Fernandez","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Maria N. Valenzuela-Castro","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Maria Wurzinger","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Marian Louise Kohut","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Marianna Jahnke","Veterinary Diagnostic and Production Animal Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Marie Vorozhbit","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Marilyn D. Bachmann","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Marin Harbur","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Marit Nilsen-Hamilton","Biochemistry, Biophysics, and Molecular Biology; Professor of Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Mark A. Rasmussen","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Mark Ackermann","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Mark Alan Edelman","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Mark Barron","History","RATE_MY_PROFESSORS","","","","","","",""
"Mark D. Tomer","Natural Resource Ecology and Management; Affiliate Associate Professor of Earth, Atmosphere, and Climate","RATE_MY_PROFESSORS","","","","","","",""
"Mark E. Westgate","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Mark Hunacek","Mathematics","RATE_MY_PROFESSORS","","","","","","",""
"Mark J. Chidister","Art and Visual Culture","RATE_MY_PROFESSORS","","","","","","",""
"Mark L. Gleason","Plant Pathology, Entomology, and Microbiology; Emeritus Professor of Horticulture","RATE_MY_PROFESSORS","","","","","","",""
"Mark L. Power","Finance; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Mark Licht","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Mark Lyte","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Mark Mba-Wright","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Mark Morton","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Mark P. Widrlechner","Horticulture; Affiliate Associate Professor of Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Mark Peter Hoffman","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Mark Raymond","Architecture","RATE_MY_PROFESSORS","","","","","","",""
"Mark S. Hargrove","Biochemistry, Biophysics, and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Mark S. Honeyman","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Mark Stephen Gordon","Chemistry; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Mark Steven Kaiser","Statistics","RATE_MY_PROFESSORS","","","","","","",""
"Mark V. Redmond","English","RATE_MY_PROFESSORS","","","","","","",""
"Mark W. Rectanus","World Languages and Cultures; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Mark Wright","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Marlee A. Walton","Civil, Construction, and Environmental Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Marlene Strathe","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Marlin E. Rice","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Marna D. Yandeau-Nelson","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Marshall H. Jurgens","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Marta A. Vessoni-De-Lence","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Martha Ann Selby","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Martin G. Miller","Sociology and Criminal Justice","RATE_MY_PROFESSORS","","","","","","",""
"Martin Gross","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Martin H. II Spalding","Genetics, Development, and Cell Biology","RATE_MY_PROFESSORS","","","","","","",""
"Martin J. Acerbo","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Martin Suarez","Veterinary Clinical Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Marvin H. Stromer","Animal Science; Emeritus Professor of Food Science and Human Nutrition; Emeritus Professor of Biochemistry, Biophysics, and Molecular Biology","RATE_MY_PROFESSORS","","","","","","",""
"Marvin L. Hayenga","Economics","RATE_MY_PROFESSORS","","","","","","",""
"Marvin Paul Scott","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Mary A. Harris","Natural Resource Ecology and Management","RATE_MY_PROFESSORS","","","","","","",""
"Mary Ball Sauer",,"RATE_MY_PROFESSORS","","","","","","",""
"Mary Creswell","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Mary E. Meier","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Mary Eleanor Huba","School of Education","RATE_MY_PROFESSORS","","","","","","",""
"Mary Fornoff","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Mary H. Wiedenhoeft","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Mary Holt Yearns","Human Development and Family Studies","RATE_MY_PROFESSORS","","","","","","",""
"Mary Jane Oakland","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Mary Jean Wickham","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Mary Jo Duprey","Music and Theatre","RATE_MY_PROFESSORS","","","","","","",""
"Mary L. Swander","English; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Mary Lynn Damhorst","Apparel, Events, and Hospitality Management","RATE_MY_PROFESSORS","","","","","","",""
"Marzia Rosati","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Mason Koeritz","Chemistry","RATE_MY_PROFESSORS","","","","","","",""
"Mathew J. Hagge","Mechanical Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Charles Frank","Industrial and Manufacturing Systems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Elliott O'Neal","Plant Pathology, Entomology, and Microbiology","RATE_MY_PROFESSORS","","","","","","",""
"Matthew G. Hill","World Languages and Cultures","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Hamann","Kinesiology and Health","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Holman","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Hufford","Ecology, Evolution, and Organismal Biology","RATE_MY_PROFESSORS","","","","","","",""
"Matthew J. Alberhasky","English","RATE_MY_PROFESSORS","","","","","","",""
"Matthew J. Delisi","Sociology and Criminal Justice; Distinguished Professor in Liberal Arts and Sciences","RATE_MY_PROFESSORS","","","","","","",""
"Matthew J. Kramer","Materials Science and Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Matthew J. Rowling","Food Science and Human Nutrition","RATE_MY_PROFESSORS","","","","","","",""
"Matthew J. Wetstein","Physics and Astronomy","RATE_MY_PROFESSORS","","","","","","",""
"Matthew John Darr","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Justin Helmers","Agricultural and Biosystems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Matthew M. Erdman","Veterinary Microbiology and Preventive Medicine","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Nelson","Aerospace Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Obbink","Industrial Design","RATE_MY_PROFESSORS","","","","","","",""
"Matthew P. Guerttman",,"RATE_MY_PROFESSORS","","","","","","",""
"Matthew Panthani","Chemical and Biological Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Sivils","English","RATE_MY_PROFESSORS","","","","","","",""
"Matthew T. Brewer","Veterinary Pathology","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Tan Creti","Computer Science","RATE_MY_PROFESSORS","","","","","","",""
"Matthew Z. Liebman","Agronomy","RATE_MY_PROFESSORS","","","","","","",""
"Maurice Meilleur","Graphic Design","RATE_MY_PROFESSORS","","","","","","",""
"Max D. Morris","Statistics; Emeritus Professor of Industrial and Manufacturing Systems Engineering","RATE_MY_PROFESSORS","","","","","","",""
"Max E. Jr. Guyll","Psychology","RATE_MY_PROFESSORS","","","","","","",""
"Max F. Rothschild","Animal Science; Charles F","RATE_MY_PROFESSORS","","","","","","",""
"Max Lee Porter","Civil, Construction, and Environmental Engineering; University Professor","RATE_MY_PROFESSORS","","","","","","",""
"Maynard Gordon Hogberg","Animal Science","RATE_MY_PROFESSORS","","","","","","",""
"Md Maruf Ahamed","Electrical and Computer Engineering","RATE_MY_PROFESSORS","","","","","","",""
