subject_code,course_number,title_name,credits,contact_hours,cross_listed,dual_listed,repeatable,prerequisites,description,typically_offered,source_url
IHS,1010,Introduction to Integrated Health Sciences,2.,Lecture 2.,,,,,"Overview of the biological, environmental, economic, behavioral, and socio-cultural determinants of health from the level of the gene to society. Introduction to the educational paths of the Integrated Health Sciences major and career opportunities in healthcare. Course includes projects related to each program focus in the major: the Science of Health and Disease; Human Health and Nutrition; Data Science and Health Studies; Public Policy, Ethics, Communication and Human Health; and Behavioral and Mental Health Studies.",Fall,https://catalog.iastate.edu/azcourses/ihs/
